Spot / Vendor,Type
Cross Borneo Tour - Samarinda,"['Tur (6)', 'Aktivitas Luar Ruangan (5)']"
Eco Borneo Tour - Samarinda,"['Tur (6)', 'Aktivitas Luar Ruangan (5)', 'Tur dengan Perahu & Olahraga Air (2)', 'Transportasi (1)']"
Nusantara Wisata - Samarinda,"['Tur (6)', 'Aktivitas Luar Ruangan (5)']"
Pampang Cultural Park - Samarinda,"['Wisata Alam & Taman (6)', 'Cocok untuk Anak-Anak (6)', 'Harga terjangkau (3)']"
Taman Tepian Mahakam Samarinda - Samarinda,"['Wisata Alam & Taman (6)', 'Cocok untuk Anak-Anak (6)']"
Air Terjun Berambai - Samarinda,['Wisata Alam & Taman (6)']
Taman Samarendah - Samarinda,['Wisata Alam & Taman (6)']
Air Terjun Tanah Merah - Samarinda,['Wisata Alam & Taman (6)']
Graha Spa - Samarinda,['Spa & Kebugaran (3)']
ZEN Family Spa & Reflexology - Samarinda,['Spa & Kebugaran (3)']
De' Spa Diamond Hotel - Samarinda,['Spa & Kebugaran (3)']
Wahana Air Jessica Water Park - Samarinda,['Taman Air & Taman Hiburan (3)']
Jungle Water World - Samarinda,['Taman Air & Taman Hiburan (3)']
Pemandian Serayu Lestari - Samarinda,['Taman Air & Taman Hiburan (3)']
Dejavu Kitchen Bar and KTV - Samarinda,['Hiburan malam (2)']
My Music Family Karaoke - Samarinda,['Hiburan malam (2)']
NAV Karaoke Samarinda - Samarinda,['Hiburan & Permainan (1)']
Masjid Raya Mujahidin - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (6)', 'Bagus Saat Hujan (5)']"
Saint Joseph Cathedral - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (6)', 'Bagus Saat Hujan (5)']"
Tugu Khatulistiwa - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Pasangan (2)']"
Alun-Alun Kapuas - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Pasangan (2)']"
Mesjid Jami Pontianak - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)']"
Keraton Kadriah - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (6)']"
Rumah Radakng - Pontianak,"['Pemandangan & Tengara (12)', 'Masuk Gratis (10)']"
Festival Gawai Dayak - Pontianak,"['Pemandangan & Tengara (12)', 'Cocok untuk Anak-Anak (11)']"
Rumah Betang - Pontianak,"['Pemandangan & Tengara (12)', 'Harga terjangkau (10)', 'Masuk Gratis (10)']"
Makam Juang Mandor - Pontianak,['Pemandangan & Tengara (12)']
Rumah Adat Melayu - Pontianak,['Pemandangan & Tengara (12)']
Gereja Kasih Karunia Indonesia - Pontianak,['Pemandangan & Tengara (12)']
Mall Ayani Mega - Pontianak,"['Tempat Belanja (7)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Bagus Saat Hujan (5)']"
Tariu Clothing - Pontianak,['Tempat Belanja (7)']
Supermarket Kaisar - Pontianak,['Tempat Belanja (7)']
Pusat Souvenir Pontianak - Pontianak,['Tempat Belanja (7)']
Oleh Oleh Khas Pontianak | Pontibonti - Pontianak,['Tempat Belanja (7)']
Pasar Flamboyan - Pontianak,"['Tempat Belanja (7)', 'Makanan & Minuman (3)']"
Alfa Lim - Pontianak,['Tempat Belanja (7)']
Dapur Organik - Pontianak,"['Tur (5)', 'Makanan & Minuman (3)', 'Aktivitas Luar Ruangan (2)', 'Kursus & Sanggar (1)']"
Tamasya Puri Wisata - Pontianak,"['Tur (5)', 'Makanan & Minuman (3)', 'Aktivitas Luar Ruangan (2)']"
Borneo Access Adventure - Pontianak,['Tur (5)']
Indonesia Cultural Tours - Pontianak,['Tur (5)']
Palapa Taxi & Travel - Pontianak,"['Tur (5)', 'Transportasi (5)']"
Tritama - Antar Jemput Bandara - Pontianak,['Transportasi (5)']
Vicicar - Pontianak,['Transportasi (5)']
Meniko Taxi - Pontianak,['Transportasi (5)']
Taxi Supadio - Pontianak,['Transportasi (5)']
Delta Spa & Lounge Pontianak - Pontianak,['Spa & Kebugaran (2)']
Nakamura The Healing Touch - Pontianak - Pontianak,['Spa & Kebugaran (2)']
Museum Negeri Pontianak - Pontianak,"['Museum (2)', 'Harga terjangkau (10)']"
Orangutan Museum - Pontianak,['Museum (2)']
Danau Sentarum - Pontianak,"['Wisata Alam & Taman (2)', 'Cocok untuk Kelompok Besar (6)']"
Taman Nasional Betung Karihun - Pontianak,['Wisata Alam & Taman (2)']
ParadisQ Waterpark - Pontianak,"['Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (11)']"
Jungkat Beach - Pontianak,['Hiburan & Permainan (1)']
Batikta - Parapat,['Tempat Belanja (1)']
Panatapan Parapat - Parapat,"['Pemandangan & Tengara (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']"
Bukit Indah Simarjarunjung - Parapat,"['Wisata Alam & Taman (1)', 'Harga terjangkau (2)', 'Cocok untuk Pasangan (1)', 'Tempat yang Belum Populer (1)']"
Taman Eden 100 - Parapat,['Aktivitas Luar Ruangan (1)']
Bukit Lawang-Tour - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)']"
EcoTravel Bukit Lawang - Day Tours - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)']"
Bukit Lawang Jungle Trekking Tours - Tur Harian - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Sumatra Orang Utan Treks - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Bukit Lawang Adventure - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Bubble Addict - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)']"
Bukit Lawang Travel - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Trekking Orangutan Sumatra - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Sumatra Orangutan Explore - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)']"
Menyelam - Monster Divers - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)']"
Sumatra Paradise Day Tours - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Expedition Jungle - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Pusat Menyelam - Iboih Dive - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)']"
Lite 'N' Easy Tour - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Pantai Tanjung Tinggi - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Lokasi bulan madu (31)']"
Pantai Lengkuas - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Wisata Alam & Taman (365)', 'Cocok untuk Pasangan (79)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']"
Thomas Jungle Tours - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Bukit Lawang Guide - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)', 'Tur dengan Perahu & Olahraga Air (94)']"
Our Jungle Trekking with Safar Ketambe - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Ketambe Jungle Experience with Iwan and Team - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Pantai Lampuuk - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Wisata Alam & Taman (365)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Lokasi bulan madu (31)']"
Pantai Tanjung Kelayang - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Wisata Alam & Taman (365)', 'Cocok untuk Pasangan (79)']"
Bukit Lawang - Jungle Trekking Sumatra - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Discover Sumatra - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Sumatra Green Life Adventure - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Orangutan Explorer - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Pantai Iboih - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Wisata Alam & Taman (365)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Lokasi bulan madu (31)']"
Berastagi Adventure - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Sumatra Vibes Trek & Travel - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
See Bukit Lawang - Sumatra,"['Aktivitas Luar Ruangan (455)', 'Tur (337)']"
Bukit Lawang Jungle - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']"
Gunung Sibayak - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']"
Pulau Lengkuas - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']"
Gunung Kerinci - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Kelompok Besar (139)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']"
Mikie Funland - Sumatra,"['Wisata Alam & Taman (365)', 'Hiburan & Permainan (24)', 'Taman Air & Taman Hiburan (21)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)']"
Danau Toba - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Lokasi bulan madu (31)']"
Lembah Harau - Sumatra,"['Wisata Alam & Taman (365)', 'Berjiwa petualang (51)', 'Tempat yang Belum Populer (28)']"
Pulau Pahawang - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Cocok untuk Pasangan (79)', 'Lokasi bulan madu (31)']"
Danau Meninjau - Sumatra,"['Wisata Alam & Taman (365)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Lokasi bulan madu (31)']"
Ngarai Sianok - Sumatra,['Wisata Alam & Taman (365)']
Danau Kaolin - Sumatra,"['Wisata Alam & Taman (365)', 'Wisata Alam & Taman (365)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']"
Air Terjun Sipiso Piso - Sumatra,"['Wisata Alam & Taman (365)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)']"
Pulau Rubiah - Sumatra,"['Wisata Alam & Taman (365)', 'Masuk Gratis (108)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)']"
Gua Kelalawar - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']"
Air Terjun Lembah Anai - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)']"
Pusat Orangutan Bohorok di Bukit Lawang - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)']"
Wisata pulau pagang - Sumatra,"['Wisata Alam & Taman (365)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)']"
Taman Alam Lumbini - Sumatra,['Wisata Alam & Taman (365)']
Pantai Parai Tenggiri - Sumatra,"['Wisata Alam & Taman (365)', 'Lokasi bulan madu (31)']"
Goa Jepang - Sumatra,"['Wisata Alam & Taman (365)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']"
Gunung Marapi - Sumatra,"['Wisata Alam & Taman (365)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']"
Teluk Kiluan - Sumatra,"['Wisata Alam & Taman (365)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']"
Pulau Kelagian - Sumatra,['Wisata Alam & Taman (365)']
Pantai Panjang - Sumatra,['Wisata Alam & Taman (365)']
Roni's Tours - Sumatra,['Tur (337)']
Tri Jaya - Tur Harian - Sumatra,['Tur (337)']
Padang Private Driver - Sumatra,['Tur (337)']
Sumatra Jungle Tours - Sumatra,['Tur (337)']
Sumatra Orangutan Trip - Sumatra,['Tur (337)']
Mesjid Raya Baiturrahman - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Graha Bunda Maria Annai Velangkanni - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Tempat yang Belum Populer (28)']"
Mesjid Raya An-Nur - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)']"
Masjid Agung Palembang - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Istana Pagaruyung - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Cocok untuk Pasangan (79)']"
Jembatan Ampera - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)']"
Pulau Batu Berlayar - Sumatra,"['Pemandangan & Tengara (257)', 'Cocok untuk Pasangan (79)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']"
Benteng Marlborough - Sumatra,['Pemandangan & Tengara (257)']
Jam Gadang Bukittinggi - Sumatra,"['Pemandangan & Tengara (257)', 'Cocok untuk Pasangan (79)']"
Maha Vihara Maitreya Cemara Asri - Sumatra,"['Pemandangan & Tengara (257)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
PLTD Apung 1 - Sumatra,"['Pemandangan & Tengara (257)', 'Museum (46)']"
Kapal Tsunami - Sumatra,['Pemandangan & Tengara (257)']
Masjid Raya al Mashun - Sumatra,"['Pemandangan & Tengara (257)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Masjid Raya Sumatera Barat - Sumatra,"['Pemandangan & Tengara (257)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Dataran Tinggi Berastagi - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Lokasi bulan madu (31)']"
Kelok Sembilan - Sumatra,['Pemandangan & Tengara (257)']
Kursi Batu Raja Siallagan - Sumatra,['Pemandangan & Tengara (257)']
Puncak Lawang - Sumatra,"['Pemandangan & Tengara (257)', 'Tempat yang Belum Populer (28)']"
Pulau Kepayang - Sumatra,"['Pemandangan & Tengara (257)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']"
Sekolah Dasar Muhammadiyah - Laskar Pelangi - Sumatra,['Pemandangan & Tengara (257)']
Jembatan Pedestrian Gentala Arasy - Sumatra,"['Pemandangan & Tengara (257)', 'Cocok untuk Pasangan (79)']"
Pantai Tanjung Pendam - Sumatra,"['Pemandangan & Tengara (257)', 'Lokasi bulan madu (31)']"
Al-Qur'an Al-Akbar - Sumatra,"['Pemandangan & Tengara (257)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)']"
Pulau Burung - Sumatra,['Pemandangan & Tengara (257)']
Kompleks Candi Muaro Jambi - Sumatra,['Pemandangan & Tengara (257)']
Benteng Kuto Besak - Sumatra,['Pemandangan & Tengara (257)']
Padepokan Puri Tri Agung - Sumatra,"['Pemandangan & Tengara (257)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)']"
Kuil Shri Mariamman - Sumatra,['Pemandangan & Tengara (257)']
Istana Siak - Sumatra,"['Pemandangan & Tengara (257)', 'Bagus Saat Hujan (53)']"
Vihara Gunung Timur - Sumatra,['Pemandangan & Tengara (257)']
G Art Studio - Sumatra,"['Tempat Belanja (102)', 'Museum (46)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Pasangan (79)', 'Bagus Saat Hujan (53)']"
Sun Plaza - Sumatra,['Tempat Belanja (102)']
Palembang Icon - Sumatra,"['Tempat Belanja (102)', 'Cocok untuk Anak-Anak (170)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Toko Manisan Yen Yen - Sumatra,['Tempat Belanja (102)']
Center Point Mall - Sumatra,"['Tempat Belanja (102)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Boemi Kedaton Mall - Sumatra,"['Tempat Belanja (102)', 'Bagus Saat Hujan (53)']"
Mall Ciputra Seraya - Sumatra,"['Tempat Belanja (102)', 'Cocok untuk Anak-Anak (170)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Mall Ska Pekanbaru - Sumatra,"['Tempat Belanja (102)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']"
Pasar Buah Berastagi - Sumatra,"['Tempat Belanja (102)', 'Makanan & Minuman (29)']"
Durian Ucok - Sumatra,"['Tempat Belanja (102)', 'Makanan & Minuman (29)']"
Pasar Atas Bukittinggi - Sumatra,['Tempat Belanja (102)']
Matonagari - Sumatra,"['Tempat Belanja (102)', 'Makanan & Minuman (29)', 'Hiburan malam (27)', 'Hiburan & Permainan (24)', 'Kursus & Sanggar (11)']"
Plaza Medan Fair - Sumatra,['Tempat Belanja (102)']
Pusat Perdagangan Palembang (PTC) - Sumatra,['Tempat Belanja (102)']
Pasar Bawah - Sumatra,['Tempat Belanja (102)']
Siantar City Square - Sumatra,['Tempat Belanja (102)']
Living World Pekanbaru - Sumatra,['Tempat Belanja (102)']
Mal Pekanbaru - Sumatra,['Tempat Belanja (102)']
Palembang Indah mall - Sumatra,"['Tempat Belanja (102)', 'Bagus Saat Hujan (53)']"
Medan Mall - Sumatra,['Tempat Belanja (102)']
Transmart Carrefour - Sumatra,['Tempat Belanja (102)']
Pasar 16 Ilir - Sumatra,['Tempat Belanja (102)']
Sumatra EcoVentures - Sumatra,"['Tempat Belanja (102)', 'Transportasi (79)', 'Makanan & Minuman (29)', 'Kursus & Sanggar (11)']"
Zainal Songket - Sumatra,"['Tempat Belanja (102)', 'Museum (46)']"
Pajak Ikan - Sumatra,['Tempat Belanja (102)']
Pasar Rame - Sumatra,['Tempat Belanja (102)']
Pasar Cinde - Sumatra,['Tempat Belanja (102)']
Pasar Beruang - Sumatra,['Tempat Belanja (102)']
Batikta - Sumatra,"['Tempat Belanja (102)', 'Museum (46)']"
Transmart - Sumatra,['Tempat Belanja (102)']
Jhony Jungle Trekking - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Sumatreks - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Sumatra Orangutan Discovery - Sumatra,"['Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)']"
Sumatran Adventure - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
PADANG DESTINATION - Sumatra,"['Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)']"
Freedive Weh - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Into the Wild Bukit Lawang - Tur Harian - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Monkey business tours - Sumatra,"['Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)', 'Makanan & Minuman (29)', 'Kursus & Sanggar (11)']"
Jungle Sumatra Tour & Trek - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Bukit Lawang Trekking - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Simolap Wild Adventures - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Aceh Kitecamp - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
MinangTour - Sumatra,"['Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)', 'Makanan & Minuman (29)']"
Bukit Lawang Jungle Trekking Sempurna - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Ketambe Tour - Trekking & Rafting - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
eksplore lambar tour travel - Sumatra,"['Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)']"
Surf in Mentawais - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Raza Jack Ketambe Jungle - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Tur Menyelam - Scuba Weh - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Sumatra Orangutan Tour - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Go Nias Tour - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Rubiah Tirta Divers - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Nirvana Diving - Sumatra,['Tur dengan Perahu & Olahraga Air (94)']
Airport Railink Services - Sumatra,"['Transportasi (79)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Cocok untuk Pasangan (79)', 'Bagus Saat Hujan (53)']"
Nachelle Homestay Tour and Travel - Sumatra,['Transportasi (79)']
Rimba Dream Jungle Trekking - Sumatra,['Transportasi (79)']
Orangutan-Country Bukit Lawang - Sumatra,['Transportasi (79)']
Jalan Jalan Travel - Sumatra,['Transportasi (79)']
Habibie DelapanTour - Sumatra,['Transportasi (79)']
Mavioso Mandiri Car Rent | Rental Mobil Medan - Sumatra,['Transportasi (79)']
Rizal Tour - Sumatra,['Transportasi (79)']
PT.WAHYU MANDIRI TOUR - Sumatra,['Transportasi (79)']
Trans Metro Pekanbaru - Sumatra,['Transportasi (79)']
Bukit Lawang Trek - Sumatra,['Transportasi (79)']
Street Taxi Belitung - Sumatra,['Transportasi (79)']
Dumai Express - Sumatra,['Transportasi (79)']
Naga Line - Sumatra,['Transportasi (79)']
Lintas Rel Terpadu Palembang - Sumatra,['Transportasi (79)']
Airport Raillink Service - Sumatra,['Transportasi (79)']
Ravelino Tours & Travel - Sumatra,"['Transportasi (79)', 'Makanan & Minuman (29)', 'Kursus & Sanggar (11)']"
Firman Trekking - Sumatra,['Transportasi (79)']
Pulau Banyak Online - Sumatra,['Transportasi (79)']
Berastagi Tours - Sumatra,['Transportasi (79)']
Tour and Travel In Sumatra - Sumatra,"['Transportasi (79)', 'Makanan & Minuman (29)', 'Kursus & Sanggar (11)']"
Modics Tour and Travel - Sumatra,['Transportasi (79)']
Tapanuli Trans - Sumatra,['Transportasi (79)']
Delta Spa & Health Club Medan 2 - Sumatra,['Spa & Kebugaran (46)']
Spa Zengarden - Sumatra,['Spa & Kebugaran (46)']
Flying Elephant Yoga - Sumatra,['Spa & Kebugaran (46)']
Spa Gandara - Sumatra,['Spa & Kebugaran (46)']
Juma Lau - Sumatra,['Spa & Kebugaran (46)']
Martha Tilaar Spa Express Banda Aceh - Sumatra,['Spa & Kebugaran (46)']
Frangipani Bali Rumah Lulur & SPA - Sumatra,['Spa & Kebugaran (46)']
Delta Spa & Lounge Palembang - Sumatra,['Spa & Kebugaran (46)']
