Spot / Vendor,Type,reviewers,link
"Paradiso Bowling & Billiard Centre, Bali - Kecamatan Kuta",['Hiburan & Permainan (35)'],18,https://www.tripadvisor.co.id/Attraction_Review-g297697-d9859034-Reviews-Paradiso_Bowling_Billiard_Centre_Bali-Kuta_Kuta_District_Bali.html
Amanda Wedding Chapel - Kecamatan Kuta,['Hiburan & Permainan (35)'],1,https://www.tripadvisor.co.id/Attraction_Review-g562690-d10365055-Reviews-Amanda_Wedding_Chapel-Tuban_Kuta_Kuta_District_Bali.html
Jamko Lighting - Kecamatan Kuta,['Hiburan & Permainan (35)'],0,https://www.tripadvisor.co.id/Attraction_Review-g469404-d21291777-Reviews-Jamko_Lighting-Seminyak_Kuta_District_Bali.html
Kendi Mas Indonesia - Kecamatan Kuta,['Hiburan & Permainan (35)'],0,https://www.tripadvisor.co.id/Attraction_Review-g469404-d20953110-Reviews-Kendi_Mas_Indonesia-Seminyak_Kuta_District_Bali.html
Bali JOOi Pass - Kecamatan Kuta,['Hiburan & Permainan (35)'],0,https://www.tripadvisor.co.id/Attraction_Review-g469404-d19401110-Reviews-Bali_JOOi_Pass-Seminyak_Kuta_District_Bali.html
BALI VR GAMING - Kecamatan Kuta,['Hiburan & Permainan (35)'],0,https://www.tripadvisor.co.id/Attraction_Review-g297697-d19121865-Reviews-BALI_VR_GAMING-Kuta_Kuta_District_Bali.html
Bali VR Gaming - Kecamatan Kuta,['Hiburan & Permainan (35)'],0,https://www.tripadvisor.co.id/Attraction_Review-g297697-d19116071-Reviews-Bali_VR_Gaming-Kuta_Kuta_District_Bali.html
DMZ Bali 3D Art Museum - Kecamatan Kuta,"['Museum (22)', 'Cocok untuk Pasangan (409)', 'Bagus Saat Hujan (378)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Berjiwa petualang (41)']",1350,https://www.tripadvisor.co.id/Attraction_Review-g608487-d6956343-Reviews-DMZ_Bali_3D_Art_Museum-Legian_Kuta_District_Bali.html
Galeri Positive Negative Visual - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)', 'Masuk Gratis (112)']",59,https://www.tripadvisor.co.id/Attraction_Review-g469404-d4721616-Reviews-Positive_Negative_Visual_Gallery-Seminyak_Kuta_District_Bali.html
Nacivet Art Gallery - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)', 'Masuk Gratis (112)']",26,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10457358-Reviews-Nacivet_Art_Gallery-Seminyak_Kuta_District_Bali.html
Wake Bali Art Market - Kecamatan Kuta,['Museum (22)'],98,https://www.tripadvisor.co.id/Attraction_Review-g297697-d9696903-Reviews-Wake_Bali_Art_Market-Kuta_Kuta_District_Bali.html
Ikat Gallery - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)']",21,https://www.tripadvisor.co.id/Attraction_Review-g297697-d12686045-Reviews-Ikat_Gallery-Kuta_Kuta_District_Bali.html
Reservoart - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)', 'Masuk Gratis (112)']",24,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10044522-Reviews-Reservoart-Seminyak_Kuta_District_Bali.html
Galeri Buddha - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)']",28,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7029050-Reviews-Buddha_Gallery-Seminyak_Kuta_District_Bali.html
Saya Gallery - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)', 'Masuk Gratis (112)']",22,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10112115-Reviews-Saya_Gallery-Seminyak_Kuta_District_Bali.html
Focus Design - Kecamatan Kuta,['Museum (22)'],18,https://www.tripadvisor.co.id/Attraction_Review-g297697-d9732014-Reviews-Focus_Design-Kuta_Kuta_District_Bali.html
Museum Kerang Bali Fantasea - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)']",59,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2470774-Reviews-Fantasea_Bali_Shell_Museum-Kuta_Kuta_District_Bali.html
The Gallery - Kecamatan Kuta,"['Museum (22)', 'Bagus Saat Hujan (378)']",26,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3322188-Reviews-The_Gallery-Seminyak_Kuta_District_Bali.html
Central Wave Painting - Kecamatan Kuta,['Museum (22)'],7,https://www.tripadvisor.co.id/Attraction_Review-g297697-d8606690-Reviews-Central_Wave_Painting-Kuta_Kuta_District_Bali.html
"Rai, Name Plate, Painting and carving Bali - Kecamatan Kuta",['Museum (22)'],6,https://www.tripadvisor.co.id/Attraction_Review-g297697-d9783103-Reviews-Rai_Name_Plate_Painting_and_carving_Bali-Kuta_Kuta_District_Bali.html
The Yellow Brick Road Gallery - Kecamatan Kuta,"['Museum (22)', 'Museum (22)']",2,https://www.tripadvisor.co.id/Attraction_Review-g469404-d17118291-Reviews-The_Yellow_Brick_Road_Gallery-Seminyak_Kuta_District_Bali.html
The Snow Lion Gallery - Kecamatan Kuta,['Museum (22)'],2,https://www.tripadvisor.co.id/Attraction_Review-g297697-d12358588-Reviews-The_Snow_Lion_Gallery-Kuta_Kuta_District_Bali.html
Mahadeva Art Gallery - Kecamatan Kuta,['Museum (22)'],1,https://www.tripadvisor.co.id/Attraction_Review-g608487-d15858219-Reviews-Mahadeva_Art_Gallery-Legian_Kuta_District_Bali.html
Museum Kambang Putih - Kecamatan Kuta,['Museum (22)'],1,https://www.tripadvisor.co.id/Attraction_Review-g562690-d10606844-Reviews-Kambang_Putih_Museum-Tuban_Kuta_Kuta_District_Bali.html
Reservoart Galleries - Kecamatan Kuta,['Museum (22)'],4,https://www.tripadvisor.co.id/Attraction_Review-g469404-d11816489-Reviews-Reservoart_Galleries-Seminyak_Kuta_District_Bali.html
Emasantik - Kecamatan Kuta,['Museum (22)'],0,https://www.tripadvisor.co.id/Attraction_Review-g297697-d10844807-Reviews-Emasantik-Kuta_Kuta_District_Bali.html
St. Francis Xavier Catholic Church - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Bagus Saat Hujan (378)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",230,https://www.tripadvisor.co.id/Attraction_Review-g297697-d8416039-Reviews-St_Francis_Xavier_Catholic_Church-Kuta_Kuta_District_Bali.html
Patung Satria Gatotkaca - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Masuk Gratis (112)']",130,https://www.tripadvisor.co.id/Attraction_Review-g562690-d12817983-Reviews-Satria_Gatotkaca_Statue-Tuban_Kuta_Kuta_District_Bali.html
Monumen Ground Zero - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Masuk Gratis (112)']",2849,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2432306-Reviews-Ground_Zero_Monument-Kuta_Kuta_District_Bali.html
Bawa Bali - Private Tours - Kecamatan Kuta,['Pemandangan & Tengara (20)'],58,https://www.tripadvisor.co.id/Attraction_Review-g297697-d3295226-Reviews-Bawa_Bali_Private_Tours-Kuta_Kuta_District_Bali.html
Kuta Square - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Masuk Gratis (112)']",2389,https://www.tripadvisor.co.id/Attraction_Review-g297697-d3535088-Reviews-Kuta_Square-Kuta_Kuta_District_Bali.html
Eat Street - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Cocok untuk Pasangan (409)', 'Masuk Gratis (112)']",26,https://www.tripadvisor.co.id/Attraction_Review-g469404-d17328580-Reviews-Eat_Street-Seminyak_Kuta_District_Bali.html
Pura Petitenget - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Harga terjangkau (302)']",121,https://www.tripadvisor.co.id/Attraction_Review-g297697-d7043544-Reviews-Petitenget_Temple-Kuta_Kuta_District_Bali.html
Hillsong Church Bali Campus - Kecamatan Kuta,['Pemandangan & Tengara (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g608487-d18971856-Reviews-Hillsong_Church_Bali_Campus-Legian_Kuta_District_Bali.html
Candi Singosari - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Harga terjangkau (302)']",40,https://www.tripadvisor.co.id/Attraction_Review-g608487-d2692336-Reviews-Singosari_Temple-Legian_Kuta_District_Bali.html
Gereja Santo Fransiskus Xaverius - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Bagus Saat Hujan (378)']",11,https://www.tripadvisor.co.id/Attraction_Review-g297697-d15556353-Reviews-St_Fransiskus_Xaverius_Church-Kuta_Kuta_District_Bali.html
Pura Geger - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Harga terjangkau (302)']",34,https://www.tripadvisor.co.id/Attraction_Review-g297697-d10235638-Reviews-Geger_Temple-Kuta_Kuta_District_Bali.html
Pura Dalem Kahyangan - Kecamatan Kuta,"['Pemandangan & Tengara (20)', 'Masuk Gratis (112)']",12,https://www.tripadvisor.co.id/Attraction_Review-g608487-d15000625-Reviews-Dalem_Kahyangan_Temple-Legian_Kuta_District_Bali.html
Patung Dewa Ruci - Kecamatan Kuta,['Pemandangan & Tengara (20)'],12,https://www.tripadvisor.co.id/Attraction_Review-g297697-d15097507-Reviews-Dewa_Ruci_Statue-Kuta_Kuta_District_Bali.html
Patung Baruna - Kecamatan Kuta,['Pemandangan & Tengara (20)'],5,https://www.tripadvisor.co.id/Attraction_Review-g297697-d16499269-Reviews-Baruna_Statue-Kuta_Kuta_District_Bali.html
Chinatown - Kecamatan Kuta,['Pemandangan & Tengara (20)'],2,https://www.tripadvisor.co.id/Attraction_Review-g562690-d17779960-Reviews-Chinatown-Tuban_Kuta_Kuta_District_Bali.html
Pura Dalem Penataran Desa Adat - Kecamatan Kuta,['Pemandangan & Tengara (20)'],3,https://www.tripadvisor.co.id/Attraction_Review-g608487-d15000629-Reviews-Dalem_Penataran_Desa_Adat_Temple-Legian_Kuta_District_Bali.html
Pura Pakendungan - Kecamatan Kuta,['Pemandangan & Tengara (20)'],2,https://www.tripadvisor.co.id/Attraction_Review-g297697-d15074821-Reviews-Pura_Pakendungan-Kuta_Kuta_District_Bali.html
St Michael's Protestant Church - Kecamatan Kuta,['Pemandangan & Tengara (20)'],0,https://www.tripadvisor.co.id/Attraction_Review-g469404-d20866206-Reviews-St_Michael_s_Protestant_Church-Seminyak_Kuta_District_Bali.html
Bali Sea Turtle Society (BSTS) - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Masuk Gratis (112)']",534,https://www.tripadvisor.co.id/Attraction_Review-g297697-d10636200-Reviews-Bali_Sea_Turtle_Society_BSTS-Kuta_Kuta_District_Bali.html
Pantai Balangan - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Masuk Gratis (112)', 'Tempat yang Belum Populer (29)']",1209,https://www.tripadvisor.co.id/Attraction_Review-g297697-d3608315-Reviews-Balangan_Beach-Kuta_Kuta_District_Bali.html
Pantai Pandawa - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Masuk Gratis (112)']",3683,https://www.tripadvisor.co.id/Attraction_Review-g297697-d4416527-Reviews-Pandawa_Beach-Kuta_Kuta_District_Bali.html
Pantai Double Six - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Masuk Gratis (112)']",2025,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3780963-Reviews-Double_Six_Beach-Seminyak_Kuta_District_Bali.html
Pantai Legian - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Masuk Gratis (112)']",3502,https://www.tripadvisor.co.id/Attraction_Review-g608487-d379154-Reviews-Legian_Beach-Legian_Kuta_District_Bali.html
Pantai Seminyak - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Masuk Gratis (112)']",5627,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1111882-Reviews-Seminyak_Beach-Seminyak_Kuta_District_Bali.html
Pantai Dreamland - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Masuk Gratis (112)']",1278,https://www.tripadvisor.co.id/Attraction_Review-g297697-d6706028-Reviews-Dreamland_Beach-Kuta_Kuta_District_Bali.html
Pantai Kedonganan - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",160,https://www.tripadvisor.co.id/Attraction_Review-g297697-d7043509-Reviews-Kedonganan_Beach-Kuta_Kuta_District_Bali.html
Pantai Tuban - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",140,https://www.tripadvisor.co.id/Attraction_Review-g297697-d9696939-Reviews-Tuban_Beach-Kuta_Kuta_District_Bali.html
Pantai Kuta - Bali - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Cocok untuk Pasangan (409)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Masuk Gratis (112)']",10416,https://www.tripadvisor.co.id/Attraction_Review-g297697-d1772185-Reviews-Kuta_Beach_Bali-Kuta_Kuta_District_Bali.html
Pantai Kelan - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Masuk Gratis (112)']",59,https://www.tripadvisor.co.id/Attraction_Review-g562690-d8389315-Reviews-Kelan_Beach-Tuban_Kuta_Kuta_District_Bali.html
Pantai Segara - Kecamatan Kuta,"['Wisata Alam & Taman (17)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",80,https://www.tripadvisor.co.id/Attraction_Review-g297697-d9455039-Reviews-Segara_Beach-Kuta_Kuta_District_Bali.html
Pantai Jerman - Kecamatan Kuta,['Wisata Alam & Taman (17)'],4,https://www.tripadvisor.co.id/Attraction_Review-g297697-d19450762-Reviews-Pantai_Jerman-Kuta_Kuta_District_Bali.html
Pantai Kayu Aya - Kecamatan Kuta,['Wisata Alam & Taman (17)'],8,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12868508-Reviews-Kayu_Aya_Beach-Seminyak_Kuta_District_Bali.html
Weda Bali Top Tour - Kecamatan Kuta,['Wisata Alam & Taman (17)'],4,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8728234-Reviews-Weda_Bali_Top_Tour-Seminyak_Kuta_District_Bali.html
Ekowisata Bali - Kecamatan Kuta,['Wisata Alam & Taman (17)'],0,https://www.tripadvisor.co.id/Attraction_Review-g562690-d15842116-Reviews-Ekowisata_Bali-Tuban_Kuta_Kuta_District_Bali.html
Cinemaxx Theater Lippo Mall Kuta - Kecamatan Kuta,"['Konser & Pertunjukan (7)', 'Cocok untuk Pasangan (409)', 'Bagus Saat Hujan (378)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",163,https://www.tripadvisor.co.id/Attraction_Review-g297697-d7762343-Reviews-Cinemaxx_Theater_Lippo_Mall_Kuta-Kuta_Kuta_District_Bali.html
Teater Kuta - Kecamatan Kuta,['Konser & Pertunjukan (7)'],252,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2464336-Reviews-Kuta_Theatre-Kuta_Kuta_District_Bali.html
Kampung Langit - Kecamatan Kuta,['Konser & Pertunjukan (7)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297697-d20116001-Reviews-Kampung_Langit-Kuta_Kuta_District_Bali.html
Bali Island Driver And Guide - Kecamatan Kuta,['Konser & Pertunjukan (7)'],21,https://www.tripadvisor.co.id/Attraction_Review-g297697-d3292154-Reviews-Bali_Island_Driver_And_Guide-Kuta_Kuta_District_Bali.html
Paris Cat Jazz Club - Kecamatan Kuta,['Konser & Pertunjukan (7)'],20,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12423938-Reviews-Paris_Cat_Jazz_Club-Seminyak_Kuta_District_Bali.html
Lost & Found by Fayno - Kecamatan Kuta,['Konser & Pertunjukan (7)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297697-d8858311-Reviews-Lost_Found_by_Fayno-Kuta_Kuta_District_Bali.html
Panggung Kesenian Kuta Timur - Kecamatan Kuta,['Konser & Pertunjukan (7)'],0,https://www.tripadvisor.co.id/Attraction_Review-g297697-d7619208-Reviews-Kuta_Timur_Stage-Kuta_Kuta_District_Bali.html
Waterbom Bali - Kecamatan Kuta,"['Taman Air & Taman Hiburan (4)', 'Cocok untuk Pasangan (409)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Cocok untuk Penggemar Aktivitas Ekstrem (107)', 'Berjiwa petualang (41)']",15474,https://www.tripadvisor.co.id/Attraction_Review-g297697-d386919-Reviews-Waterbom_Bali-Kuta_Kuta_District_Bali.html
FlowRider Waterbom Bali - Kecamatan Kuta,"['Taman Air & Taman Hiburan (4)', 'Cocok untuk Pasangan (409)', 'Cocok untuk Kelompok Besar (209)', 'Cocok untuk Penggemar Aktivitas Ekstrem (107)', 'Berjiwa petualang (41)']",123,https://www.tripadvisor.co.id/Attraction_Review-g297697-d8548976-Reviews-FlowRider_Waterbom_Bali-Kuta_Kuta_District_Bali.html
Circus Waterpark Bali - Kecamatan Kuta,"['Taman Air & Taman Hiburan (4)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",296,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2485905-Reviews-Circus_Waterpark_Bali-Kuta_Kuta_District_Bali.html
Taman New Kuta Green - Kecamatan Kuta,['Taman Air & Taman Hiburan (4)'],113,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2060402-Reviews-New_Kuta_Green_Park-Kuta_Kuta_District_Bali.html
Seminyak Village - Kecamatan Kuta,"['Bagus Saat Hujan (378)', 'Cocok untuk Anak-Anak (241)', 'Masuk Gratis (112)']",306,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8803736-Reviews-Seminyak_Village-Seminyak_Kuta_District_Bali.html
Folkart Gallery Bali - Kecamatan Kuta,"['Bagus Saat Hujan (378)', 'Masuk Gratis (112)']",21,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3308217-Reviews-Folkart_Gallery_Bali-Seminyak_Kuta_District_Bali.html
Park 23 Entertainment Centre - Kecamatan Kuta,"['Bagus Saat Hujan (378)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Masuk Gratis (112)']",43,https://www.tripadvisor.co.id/Attraction_Review-g562690-d10126700-Reviews-Park_23_Entertainment_Centre-Tuban_Kuta_Kuta_District_Bali.html
Union Barber Legian - Kecamatan Kuta,"['Bagus Saat Hujan (378)', 'Harga terjangkau (302)']",36,https://www.tripadvisor.co.id/Attraction_Review-g297697-d13205247-Reviews-Union_Barber_Legian-Kuta_Kuta_District_Bali.html
"T Galleria by DFS, Bali - Kecamatan Kuta","['Bagus Saat Hujan (378)', 'Cocok untuk Anak-Anak (241)']",58,https://www.tripadvisor.co.id/Attraction_Review-g297697-d11970714-Reviews-T_Galleria_by_DFS_Bali-Kuta_Kuta_District_Bali.html
Jenggala Factory Outlet - Kecamatan Kuta,['Bagus Saat Hujan (378)'],46,https://www.tripadvisor.co.id/Attraction_Review-g297697-d4752554-Reviews-Jenggala_Factory_Outlet-Kuta_Kuta_District_Bali.html
Hardy's Shopping Center - Kecamatan Kuta,['Bagus Saat Hujan (378)'],53,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2470746-Reviews-Hardy_s_Shopping_Center-Kuta_Kuta_District_Bali.html
Lippo Plaza Sunset - Kecamatan Kuta,['Bagus Saat Hujan (378)'],22,https://www.tripadvisor.co.id/Attraction_Review-g297697-d10173960-Reviews-Lippo_Plaza_Sunset-Kuta_Kuta_District_Bali.html
Kutabex Market - Kecamatan Kuta,['Bagus Saat Hujan (378)'],9,https://www.tripadvisor.co.id/Attraction_Review-g297697-d10770314-Reviews-Kutabex_Market-Kuta_Kuta_District_Bali.html
The Flea Market Seminyak - Kecamatan Kuta,"['Harga terjangkau (302)', 'Masuk Gratis (112)']",156,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7181552-Reviews-The_Flea_Market_Seminyak-Seminyak_Kuta_District_Bali.html
Kuta Art Markets - Kecamatan Kuta,"['Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)']",163,https://www.tripadvisor.co.id/Attraction_Review-g297697-d3535089-Reviews-Kuta_Art_Markets-Kuta_Kuta_District_Bali.html
Bali Brasco Shopping Centre - Kecamatan Kuta,['Harga terjangkau (302)'],157,https://www.tripadvisor.co.id/Attraction_Review-g297697-d2647218-Reviews-Bali_Brasco_Shopping_Centre-Kuta_Kuta_District_Bali.html
Gili Gili Fast Boat - Kecamatan Kuta,['Cocok untuk Anak-Anak (241)'],305,https://www.tripadvisor.co.id/Attraction_Review-g297697-d8489253-Reviews-Gili_Gili_Fast_Boat-Kuta_Kuta_District_Bali.html
Mai Mai Tourist Information - Kecamatan Kuta,['Cocok untuk Kelompok Besar (209)'],35,https://www.tripadvisor.co.id/Attraction_Review-g297697-d12550255-Reviews-Mai_Mai_Tourist_Information-Kuta_Kuta_District_Bali.html
Seminyak Square - Kecamatan Kuta,['Masuk Gratis (112)'],724,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1994537-Reviews-Seminyak_Square-Seminyak_Kuta_District_Bali.html
Balai Taman Nasional Sebangau Kalimantan - Palangkaraya,"['Wisata Alam & Taman (7)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)']",27,https://www.tripadvisor.co.id/Attraction_Review-g303951-d4555042-Reviews-Sebangau_National_Park_Central_Kalimantan-Palangkaraya_Central_Kalimantan_Kaliman.html
Kawasan Arboretum Nyaru Menteng - Palangkaraya,"['Wisata Alam & Taman (7)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (5)', 'Berjiwa petualang (3)']",33,https://www.tripadvisor.co.id/Attraction_Review-g303951-d7020494-Reviews-Kawasan_Arboretum_Nyaru_Menteng-Palangkaraya_Central_Kalimantan_Kalimantan.html
Taman Wisata Alam Tangkiling - Palangkaraya,['Wisata Alam & Taman (7)'],10,https://www.tripadvisor.co.id/Attraction_Review-g303951-d8365330-Reviews-Taman_Wisata_Alam_Tangkiling-Palangkaraya_Central_Kalimantan_Kalimantan.html
