Spot/Vendor,Travel Destination,Spot / Vendor Name,Type,Link,Review Count
Bali Waterfall Tours - Singaraja,Singaraja,Bali Waterfall Tours,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12094731-Reviews-Bali_Waterfall_Tours-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,10.0
Ocean_bumi tour driver bali - Singaraja,Singaraja,Ocean_bumi tour driver bali,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d15816784-Reviews-Ocean_bumi_tour_driver_bali-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,8.0
Sunrise Dive - Menyelam - Singaraja,Singaraja,Sunrise Dive - Menyelam,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6725442-Reviews-Sunrise_Dive-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,74.0
Pantai Eks - Singaraja,Singaraja,Pantai Eks,"['Aktivitas Luar Ruangan (29)', 'Wisata Alam & Taman (13)', 'Masuk Gratis (3)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d8666756-Reviews-Eks_Beach-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,26.0
Busungbiu Rice Terrace - Singaraja,Singaraja,Busungbiu Rice Terrace,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6867249-Reviews-Busungbiu_Rice_Terrace-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,16.0
I Gede Sudana - Singaraja,Singaraja,I Gede Sudana,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d15574837-Reviews-I_Gede_Sudana-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,7.0
Bali Rama Tours - Singaraja,Singaraja,Bali Rama Tours,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12033930-Reviews-Bali_Rama_Tours-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,27.0
Made Bali Guide - Tur Harian - Singaraja,Singaraja,Made Bali Guide - Tur Harian,"['Aktivitas Luar Ruangan (29)', 'Makanan & Minuman (2)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d7701033-Reviews-Made_Bali_Guide_Day_Tours-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Bagongdiver - Singaraja,Singaraja,Bagongdiver,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d4564649-Reviews-Bagongdiver-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,4.0
Green Adventure Team - Singaraja,Singaraja,Green Adventure Team,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d10157356-Reviews-Green_Adventure_Team-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Jungle Camp with many waterfalls - Singaraja,Singaraja,Jungle Camp with many waterfalls,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d19961298-Reviews-Jungle_Camp_with_many_waterfalls-Singaraja_Buleleng_District_Buleleng_Regency_Ba.html,0.0
Lovina Dolphin Tour And Fishing - Singaraja,Singaraja,Lovina Dolphin Tour And Fishing,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d19235639-Reviews-Lovina_Dolphin_Tour_And_Fishing-Singaraja_Buleleng_District_Buleleng_Regency_Bal.html,0.0
Wanawasa Gitgit Trekking - Singaraja,Singaraja,Wanawasa Gitgit Trekking,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d17822702-Reviews-Wanawasa_Gitgit_Trekking-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,0.0
Bulls Made - Singaraja,Singaraja,Bulls Made,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d17585429-Reviews-Bulls_Made-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,0.0
Air Terjun Sekumpul - Singaraja,Singaraja,Air Terjun Sekumpul,"['Wisata Alam & Taman (13)', 'Cocok untuk Pasangan (18)', 'Harga terjangkau (17)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Lokasi bulan madu (6)', 'Berjiwa petualang (5)', 'Tempat yang Belum Populer (3)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d3218339-Reviews-Sekumpul_Waterfalls-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1330.0
Air Panas Banjar - Singaraja,Singaraja,Air Panas Banjar,"['Wisata Alam & Taman (13)', 'Cocok untuk Pasangan (18)', 'Harga terjangkau (17)', 'Cocok untuk Anak-Anak (12)', 'Cocok untuk Kelompok Besar (10)', 'Lokasi bulan madu (6)', 'Tempat yang Belum Populer (3)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d805528-Reviews-Banjar_Hot_Springs-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1052.0
Air Terjun Gitgit - Singaraja,Singaraja,Air Terjun Gitgit,"['Wisata Alam & Taman (13)', 'Cocok untuk Pasangan (18)', 'Harga terjangkau (17)', 'Cocok untuk Anak-Anak (12)', 'Cocok untuk Kelompok Besar (10)', 'Lokasi bulan madu (6)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d626130-Reviews-Gitgit_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1326.0
7 Air Terjun Sambangan - Singaraja,Singaraja,7 Air Terjun Sambangan,"['Wisata Alam & Taman (13)', 'Harga terjangkau (17)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Berjiwa petualang (5)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d3668958-Reviews-7_Air_Terjun_Sambangan-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,47.0
Air Terjun Lemukih - Singaraja,Singaraja,Air Terjun Lemukih,"['Wisata Alam & Taman (13)', 'Harga terjangkau (17)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d8775972-Reviews-Lemukih_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,28.0
Kolam Yeh Sanih (Air Sanih) - Singaraja,Singaraja,Kolam Yeh Sanih (Air Sanih),"['Wisata Alam & Taman (13)', 'Harga terjangkau (17)', 'Cocok untuk Anak-Anak (12)', 'Cocok untuk Kelompok Besar (10)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d6394471-Reviews-Yeh_Sanih_Spring-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,52.0
Bugo Camp - Singaraja,Singaraja,Bugo Camp,['Wisata Alam & Taman (13)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d21230241-Reviews-Bugo_Camp-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,2.0
Air Terjun Kroya - Singaraja,Singaraja,Air Terjun Kroya,['Wisata Alam & Taman (13)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d11959092-Reviews-Kroya_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,12.0
Sambangan Waterfall - Singaraja,Singaraja,Sambangan Waterfall,['Wisata Alam & Taman (13)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d7692164-Reviews-Sambangan_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,18.0
Air Terjun Manik - Singaraja,Singaraja,Air Terjun Manik,['Wisata Alam & Taman (13)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d9739760-Reviews-Pucak_Manik_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,8.0
Colek Pamor Waterfalls - Singaraja,Singaraja,Colek Pamor Waterfalls,['Wisata Alam & Taman (13)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d8471612-Reviews-Colek_Pamor_Waterfalls-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,8.0
Air Terjun Pucak Sari - Singaraja,Singaraja,Air Terjun Pucak Sari,['Wisata Alam & Taman (13)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d11959094-Reviews-Pucak_Sari_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,6.0
Pura Dalem Jagaraga - Singaraja,Singaraja,Pura Dalem Jagaraga,"['Pemandangan & Tengara (10)', 'Harga terjangkau (17)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d6584089-Reviews-Dalem_Jagaraga_Temple-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,33.0
Chinese Temple Singaraja Tempat Ibadat Tridharma - Singaraja,Singaraja,Chinese Temple Singaraja Tempat Ibadat Tridharma,"['Pemandangan & Tengara (10)', 'Harga terjangkau (17)', 'Masuk Gratis (3)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d8454003-Reviews-Chinese_Temple_Singaraja_Tempat_Ibadat_Tridharma-Singaraja_Buleleng_District_Bule.html,37.0
Klenteng Ling Guang Kiong - Singaraja,Singaraja,Klenteng Ling Guang Kiong,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d8454011-Reviews-Ling_Gwang_Kiong_Chinese_Temple-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,20.0
Tenun Ikat - Singaraja,Singaraja,Tenun Ikat,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d4326051-Reviews-Tenun_Ikat-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,10.0
Handara Iconic Gate - Singaraja,Singaraja,Handara Iconic Gate,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d15852774-Reviews-Handara_Iconic_Gate-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,39.0
Tugu Singa Ambara Raja - Singaraja,Singaraja,Tugu Singa Ambara Raja,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12726495-Reviews-Tugu_Singa_Ambara_Raja-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,4.0
Bali Aga Village - Singaraja,Singaraja,Bali Aga Village,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d11851008-Reviews-Bali_Aga_Village-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Pura Purohita - Singaraja,Singaraja,Pura Purohita,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12726344-Reviews-Purohita_Temple-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,2.0
Pura Sakti Pejarakan - Singaraja,Singaraja,Pura Sakti Pejarakan,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12832692-Reviews-Pura_Sakti_Pejarakan-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Pura Tirta Lebah - Singaraja,Singaraja,Pura Tirta Lebah,['Pemandangan & Tengara (10)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12832654-Reviews-Pura_Tirta_Lebah-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,0.0
Cambodja Spa - Singaraja,Singaraja,Cambodja Spa,['Spa & Kebugaran (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12505974-Reviews-Cambodja_Spa-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,23.0
DenBukit Retreat Jorney - Singaraja,Singaraja,DenBukit Retreat Jorney,['Spa & Kebugaran (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12699413-Reviews-DenBukit_Retreat_Journey-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,12.0
Air Terjun Santhipala Ceburan - Singaraja,Singaraja,Air Terjun Santhipala Ceburan,['Spa & Kebugaran (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d4558205-Reviews-Santhipala_Ceburan_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,3.0
Ciego Massage (Blind) - Singaraja,Singaraja,Ciego Massage (Blind),['Spa & Kebugaran (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d7117987-Reviews-Ciego_Massage_Blind-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,2.0
Green Spa - Singaraja,Singaraja,Green Spa,['Spa & Kebugaran (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d3257392-Reviews-Green_Spa-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Krisna Oleh-oleh - Singaraja,Singaraja,Krisna Oleh-oleh,['Tempat Belanja (3)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12110831-Reviews-Krisna_Oleh_oleh-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,4.0
Good Karma Collection - Singaraja,Singaraja,Good Karma Collection,['Tempat Belanja (3)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d13137412-Reviews-Good_Karma_Collection-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Hardy's Mall - Singaraja,Singaraja,Hardy's Mall,['Tempat Belanja (3)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12730960-Reviews-Hardy_s_Mall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,5.0
Bar Poco - Singaraja,Singaraja,Bar Poco,['Hiburan malam (2)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6607911-Reviews-Poco_Bar-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,9.0
Klub Malam Pashaa - Singaraja,Singaraja,Klub Malam Pashaa,['Hiburan malam (2)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6607928-Reviews-Pashaa_Night_Club-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,5.0
Adjanibali - Kursus Masak - Singaraja,Singaraja,Adjanibali - Kursus Masak,"['Makanan & Minuman (2)', 'Kursus & Sanggar (1)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d3545962-Reviews-Adjanibali_Cooking_Class-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,27.0
Museum Gedong Kertya - Singaraja,Singaraja,Museum Gedong Kertya,"['Museum (2)', 'Bagus Saat Hujan (6)']",https://www.tripadvisor.co.id/Attraction_Review-g297699-d7057390-Reviews-Gedong_Kertya_Museum-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,20.0
Museum Buleleng - Singaraja,Singaraja,Museum Buleleng,['Museum (2)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d7347954-Reviews-Buleleng_Museum-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,12.0
Masjid Raya Sabilal Muhtadin - Banjarmasin,Banjarmasin,Masjid Raya Sabilal Muhtadin,"['Pemandangan & Tengara (19)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (6)', 'Cocok untuk Kelompok Besar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d8050403-Reviews-Sabilal_Muhtadin_Great_Mosque-Banjarmasin_South_Kalimantan_Kalimantan.html,101.0
Patung Bekantan - Banjarmasin,Banjarmasin,Patung Bekantan,"['Pemandangan & Tengara (19)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (6)', 'Cocok untuk Kelompok Besar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d8822216-Reviews-Bekantan_Statue-Banjarmasin_South_Kalimantan_Kalimantan.html,99.0
Menara Pandang Siring Sungai Martapura - Banjarmasin,Banjarmasin,Menara Pandang Siring Sungai Martapura,"['Pemandangan & Tengara (19)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (6)', 'Cocok untuk Kelompok Besar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d7126189-Reviews-Siring_Watch_Towers_Martapura_River-Banjarmasin_South_Kalimantan_Kalimantan.html,86.0
Masjid Jami Banjarmasin - Banjarmasin,Banjarmasin,Masjid Jami Banjarmasin,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d8089978-Reviews-Jami_Mosque_Banjarmasin-Banjarmasin_South_Kalimantan_Kalimantan.html,17.0
Taman Siring 0 Kilometer - Banjarmasin,Banjarmasin,Taman Siring 0 Kilometer,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985795-Reviews-Taman_Siring_0_Kilometer-Banjarmasin_South_Kalimantan_Kalimantan.html,6.0
Jembatan Barito - Banjarmasin,Banjarmasin,Jembatan Barito,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14973911-Reviews-Barito_Bridge-Banjarmasin_South_Kalimantan_Kalimantan.html,5.0
Kampung Sasirangan - Banjarmasin,Banjarmasin,Kampung Sasirangan,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985986-Reviews-Sasirangan_Village-Banjarmasin_South_Kalimantan_Kalimantan.html,2.0
Rumah Anno 1925 - Banjarmasin,Banjarmasin,Rumah Anno 1925,"['Pemandangan & Tengara (19)', 'Tempat Belanja (10)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985888-Reviews-Rumah_Anno_1925-Banjarmasin_South_Kalimantan_Kalimantan.html,2.0
Mesjid Sultan Suriansyah - Banjarmasin,Banjarmasin,Mesjid Sultan Suriansyah,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985960-Reviews-Sultan_Suriansyah_Mosque-Banjarmasin_South_Kalimantan_Kalimantan.html,1.0
Jembatan Merdeka - Banjarmasin,Banjarmasin,Jembatan Merdeka,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14987739-Reviews-Merdeka_Bridge-Banjarmasin_South_Kalimantan_Kalimantan.html,2.0
Stadion 17 Mei - Banjarmasin,Banjarmasin,Stadion 17 Mei,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14996448-Reviews-May_17th_Stadium-Banjarmasin_South_Kalimantan_Kalimantan.html,2.0
Makam Pangeran Antasari - Banjarmasin,Banjarmasin,Makam Pangeran Antasari,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14987840-Reviews-Tomb_of_Prince_Antasari-Banjarmasin_South_Kalimantan_Kalimantan.html,1.0
Tugu 9 November - Banjarmasin,Banjarmasin,Tugu 9 November,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d15008477-Reviews-9_November_Monument-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Tugu PKK - Banjarmasin,Banjarmasin,Tugu PKK,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d15008466-Reviews-The_PKK_Monument-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Kampung Banjar Kuin - Banjarmasin,Banjarmasin,Kampung Banjar Kuin,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985947-Reviews-Banjar_Kuin_Village-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Klenteng Po An Kiong - Banjarmasin,Banjarmasin,Klenteng Po An Kiong,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985943-Reviews-Po_An_Kiong_Temple-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Klenteng Soetji Nurani - Banjarmasin,Banjarmasin,Klenteng Soetji Nurani,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985899-Reviews-Soetji_Nurani_Temple-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Kampung Banjar Sungai Jingah - Banjarmasin,Banjarmasin,Kampung Banjar Sungai Jingah,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985871-Reviews-Banjar_Village_Sungai_Jingah-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Taman Siring Sungai Martapura - Banjarmasin,Banjarmasin,Taman Siring Sungai Martapura,['Pemandangan & Tengara (19)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985812-Reviews-Siring_Part_Martapura_River-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Pasar Terapung Lok Baintan - Banjarmasin,Banjarmasin,Pasar Terapung Lok Baintan,"['Tempat Belanja (10)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (6)', 'Cocok untuk Kelompok Besar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d3591483-Reviews-Lokbaintan_Floating_Market-Banjarmasin_South_Kalimantan_Kalimantan.html,139.0
Pasar Terapung - Banjarmasin,Banjarmasin,Pasar Terapung,['Tempat Belanja (10)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d3257810-Reviews-Pasar_Terapung-Banjarmasin_South_Kalimantan_Kalimantan.html,131.0
Duta Mall Banjarmasin - Banjarmasin,Banjarmasin,Duta Mall Banjarmasin,"['Tempat Belanja (10)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (6)', 'Bagus Saat Hujan (1)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d6861609-Reviews-Duta_Mall_Banjarmasin-Banjarmasin_South_Kalimantan_Kalimantan.html,130.0
Toko Oleh Oleh Andalas - Banjarmasin,Banjarmasin,Toko Oleh Oleh Andalas,['Tempat Belanja (10)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d10720572-Reviews-Toko_Oleh_Oleh_Andalas-Banjarmasin_South_Kalimantan_Kalimantan.html,23.0
Pasar Terapung Siring Tendean - Banjarmasin,Banjarmasin,Pasar Terapung Siring Tendean,['Tempat Belanja (10)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14985803-Reviews-Siring_Tendean_Floating_Market-Banjarmasin_South_Kalimantan_Kalimantan.html,2.0
Wadai Banjar - Banjarmasin,Banjarmasin,Wadai Banjar,['Tempat Belanja (10)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d7052101-Reviews-Wadai_Banjar-Banjarmasin_South_Kalimantan_Kalimantan.html,7.0
Pusat Oleh-Oleh Galuh Banjar - Banjarmasin,Banjarmasin,Pusat Oleh-Oleh Galuh Banjar,['Tempat Belanja (10)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d12257239-Reviews-Pusat_Oleh_Oleh_Galuh_Banjar-Banjarmasin_South_Kalimantan_Kalimantan.html,1.0
Pusat Kuliner Banjarmasin - Banjarmasin,Banjarmasin,Pusat Kuliner Banjarmasin,"['Tempat Belanja (10)', 'Makanan & Minuman (1)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d14973953-Reviews-Banjarmasin_Culinary_Center-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Irma Sasirangan - Banjarmasin,Banjarmasin,Irma Sasirangan,['Tempat Belanja (10)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d14973926-Reviews-Irma_Sasirangan-Banjarmasin_South_Kalimantan_Kalimantan.html,0.0
Bukit Meratus - Banjarmasin,Banjarmasin,Bukit Meratus,"['Wisata Alam & Taman (9)', 'Harga terjangkau (7)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d3140561-Reviews-Meratus_Mountains-Banjarmasin_South_Kalimantan_Kalimantan.html,49.0
Pantai Angsana - Banjarmasin,Banjarmasin,Pantai Angsana,"['Wisata Alam & Taman (9)', 'Aktivitas Luar Ruangan (7)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (7)']",https://www.tripadvisor.co.id/Attraction_Review-g303950-d6989941-Reviews-Angsana_Beach-Banjarmasin_South_Kalimantan_Kalimantan.html,38.0
Pulau Kembang - Banjarmasin,Banjarmasin,Pulau Kembang,['Wisata Alam & Taman (9)'],https://www.tripadvisor.co.id/Attraction_Review-g303950-d10532400-Reviews-Kembang_Island-Banjarmasin_South_Kalimantan_Kalimantan.html,24.0
